"統計名：","令和７年国勢調査 速報集計 人口速報集計　（男女別人口及び世帯総数）"
"表番号：","1-2"
"表題：","2020年（令和２年）の人口（組替）、世帯数、2020年（令和２年）の世帯数（組替）、5年間の人口増減数、5年間の人口増減率、5年間の世帯増減数、5年間の世帯増減率、人口性比、面積（参考）及び人口密度－全国、都道府県、市区町村"
"実施年月：","2025年","10月"
"市区町村時点（年月日）：","-"

"***","当該数値がないもの"
"-","当該数値がないもの"

"","","","","","","/表章事項 コード","2025_03","2025_13","2025_15","2025_34","2025_35","2025_36","2025_37","2025_46","2025_47","2025_48"
"","","","","","","/表章事項 補助コード","-","-","-","-","-","-","-","-","-","-"
"時間軸（年次） コード","時間軸（年次） 補助コード","時間軸（年次）","全国、都道府県、市区町村 コード","全国、都道府県、市区町村 補助コード","全国、都道府県、市区町村","/表章事項","2020年（令和2年）の人口（組替）【人】","世帯数【世帯】","2020年（令和2年）の世帯数（組替）【世帯】","5年間の人口増減数【人】","5年間の人口増減率【％】","5年間の世帯増減数【世帯】","5年間の世帯増減率【％】","人口性比","面積（参考）【km2】","人口密度【1km2当たり】"
"2025000000","","2025年","02202","","弘前市","","168,466","68,900","71,022","-12,514","-7.42821","-2,122","-2.98781","84.85172","524.20","297.5"
"2025000000","","2025年","02203","","八戸市","","223,415","91,720","95,671","-18,279","-8.18164","-3,951","-4.12978","91.28148","305.56","671.3"
"2025000000","","2025年","02204","","黒石市","","31,946","11,225","11,661","-3,050","-9.54736","-436","-3.73896","86.67873","217.05","133.1"
"2025000000","","2025年","02205","","五所川原市","","51,415","20,525","20,908","-3,922","-7.62812","-383","-1.83183","82.79897","404.20","117.5"
"2025000000","","2025年","02206","","十和田市","","60,378","25,490","25,540","-3,603","-5.96741","-50","-0.19577","90.41151","725.65","78.2"
"2025000000","","2025年","02207","","三沢市","","39,152","17,697","17,252","-2,031","-5.18747","445","2.57941","104.20838","119.39","310.9"
"2025000000","","2025年","02208","","むつ市","","54,103","23,396","24,077","-4,404","-8.14003","-681","-2.82843","94.82164","864.20","57.5"
"2025000000","","2025年","02209","","つがる市","","30,934","10,381","10,823","-3,865","-12.49434","-442","-4.08390","86.07960","253.55","106.8"
"2025000000","","2025年","02210","","平川市","","30,567","10,116","10,049","-1,791","-5.85926","67","0.66673","87.07580","346.01","83.2"
"2025000000","","2025年","02301","","平内町","","10,126","3,568","3,796","-997","-9.84594","-228","-6.00632","90.18750","217.09","42.1"
"2025000000","","2025年","02303","","今別町","","2,334","997","1,127","-444","-19.02314","-130","-11.53505","87.68620","125.27","15.1"
"2025000000","","2025年","02304","","蓬田村","","2,540","856","899","-287","-11.29921","-43","-4.78309","91.74468","80.84","27.9"
"2025000000","","2025年","02307","","外ヶ浜町","","5,401","2,157","2,358","-889","-16.45991","-201","-8.52417","89.81910","230.30","19.6"
"2025000000","","2025年","02321","","鰺ヶ沢町","","9,044","3,311","3,643","-1,301","-14.38523","-332","-9.11337","85.72799","343.08","22.6"
"2025000000","","2025年","02323","","深浦町","","7,346","2,799","3,047","-1,083","-14.74272","-248","-8.13915","87.68355","488.91","12.8"
"2025000000","","2025年","02343","","西目屋村","","1,265","412","437","-144","-11.38340","-25","-5.72082","86.52246","246.02","4.6"
"2025000000","","2025年","02361","","藤崎町","","14,573","5,079","4,965","-456","-3.12907","114","2.29607","87.47676","37.29","378.6"
"2025000000","","2025年","02362","","大鰐町","","8,665","3,032","3,228","-1,056","-12.18696","-196","-6.07187","83.34940","163.43","46.6"
"2025000000","","2025年","02367","","田舎館村","","7,326","2,372","2,401","-475","-6.48376","-29","-1.20783","89.14964","22.35","306.5"
"2025000000","","2025年","02381","","板柳町","","12,700","4,342","4,476","-1,169","-9.20472","-134","-2.99374","83.67314","41.88","275.3"
"2025000000","","2025年","02384","","鶴田町","","12,074","4,128","4,256","-1,311","-10.85804","-128","-3.00752","85.15397","46.43","231.8"
"2025000000","","2025年","02387","","中泊町","","9,657","3,555","3,870","-1,480","-15.32567","-315","-8.13953","83.75281","216.34","37.8"
"2025000000","","2025年","02401","","野辺地町","","12,374","5,376","5,433","-1,177","-9.51188","-57","-1.04914","89.58686","81.68","137.1"
"2025000000","","2025年","02402","","七戸町","","14,556","5,289","5,447","-1,442","-9.90657","-158","-2.90068","91.47321","337.23","38.9"
"2025000000","","2025年","02405","","六戸町","","10,447","3,938","3,840","-477","-4.56590","98","2.55208","97.15246","83.89","118.8"
"2025000000","","2025年","02406","","横浜町","","4,229","1,791","1,813","-412","-9.74226","-22","-1.21346","98.80208","126.38","30.2"
"2025000000","","2025年","02408","","東北町","","16,428","5,741","5,871","-1,540","-9.37424","-130","-2.21427","91.75683","326.50","45.6"
"2025000000","","2025年","02411","","六ヶ所村","","10,367","5,992","5,194","236","2.27645","798","15.36388","152.57265","252.58","42.0"
"2025000000","","2025年","02412","","おいらせ町","","24,273","9,636","9,258","-585","-2.41009","378","4.08296","92.44455","71.96","329.2"
"2025000000","","2025年","02423","","大間町","","4,718","1,942","2,090","-627","-13.28953","-148","-7.08134","100.73602","52.09","78.5"
"2025000000","","2025年","02424","","東通村","","5,955","2,390","2,559","-760","-12.76238","-169","-6.60414","116.81970","295.32","17.6"
"2025000000","","2025年","02425","","風間浦村","","1,636","676","750","-256","-15.64792","-74","-9.86667","91.40083","69.46","19.9"
"2025000000","","2025年","02426","","佐井村","","1,788","714","826","-323","-18.06488","-112","-13.55932","103.47222","135.05","10.8"
"2025000000","","2025年","02441","","三戸町","","9,082","3,356","3,566","-1,082","-11.91368","-210","-5.88895","89.43879","151.79","52.7"
"2025000000","","2025年","02442","","五戸町","","16,042","5,846","6,059","-1,707","-10.64082","-213","-3.51543","91.95233","177.67","80.7"
"2025000000","","2025年","02443","","田子町","","4,968","1,801","1,918","-621","-12.50000","-117","-6.10010","92.09015","241.98","18.0"
"2025000000","","2025年","02445","","南部町","","16,809","6,100","6,263","-1,625","-9.66744","-163","-2.60259","88.64455","153.12","99.2"
"2025000000","","2025年","02446","","階上町","","13,496","5,437","5,862","-1,280","-9.48429","-425","-7.25009","98.66645","94.00","130.0"
"2025000000","","2025年","02450","","新郷村","","2,197","730","788","-348","-15.83978","-58","-7.36041","96.28450","150.77","12.3"
"2025000000","","2025年","03000","","岩手県","","1,210,534","486,376","492,436","-85,032","-7.02434","-6,060","-1.23062","93.40682","15,275.05","73.7"
"2025000000","","2025年","03201","","盛岡市","","289,731","130,850","131,110","-11,095","-3.82941","-260","-0.19831","89.88285","886.47","314.3"
"2025000000","","2025年","03202","","宮古市","","50,369","19,854","21,289","-6,092","-12.09474","-1,435","-6.74057","92.70978","1,259.18","35.2"
"2025000000","","2025年","03203","","大船渡市","","34,728","13,179","14,124","-4,122","-11.86938","-945","-6.69074","91.16802","322.51","94.9"
"2025000000","","2025年","03205","","花巻市","","93,193","35,025","34,724","-5,921","-6.35348","301","0.86684","91.67179","908.39","96.1"
"2025000000","","2025年","03206","","北上市","","93,045","40,592","38,915","-2,184","-2.34725","1,677","4.30939","104.52673","437.55","207.7"
"2025000000","","2025年","03207","","久慈市","","33,043","13,419","14,122","-3,398","-10.28357","-703","-4.97805","92.05105","623.50","47.5"
"2025000000","","2025年","03208","","遠野市","","25,366","9,355","9,622","-2,713","-10.69542","-267","-2.77489","93.13667","825.97","27.4"
"2025000000","","2025年","03209","","一関市","","111,932","41,464","42,232","-10,016","-8.94829","-768","-1.81853","95.24138","1,256.42","81.1"
"2025000000","","2025年","03210","","陸前高田市","","18,262","6,793","7,142","-1,844","-10.09747","-349","-4.88659","90.84040","231.94","70.8"
"2025000000","","2025年","03211","","釜石市","","32,078","13,619","14,725","-4,066","-12.67535","-1,106","-7.51104","92.25806","440.35","63.6"
"2025000000","","2025年","03213","","二戸市","","25,513","10,178","10,555","-2,514","-9.85380","-377","-3.57177","89.40130","420.42","54.7"
"2025000000","","2025年","03214","","八幡平市","","24,023","8,898","9,152","-1,965","-8.17966","-254","-2.77535","92.00905","862.30","25.6"
"2025000000","","2025年","03215","","奥州市","","112,937","42,274","42,371","-9,038","-8.00269","-97","-0.22893","94.88858","993.30","104.6"
"2025000000","","2025年","03216","","滝沢市","","55,579","22,090","21,709","-1,839","-3.30880","381","1.75503","94.99982","182.46","294.5"
"2025000000","","2025年","03301","","雫石町","","15,731","5,261","5,412","-1,457","-9.26197","-151","-2.79010","92.06136","608.82","23.4"
"2025000000","","2025年","03302","","葛巻町","","5,634","2,169","2,349","-754","-13.38303","-180","-7.66284","94.96604","434.96","11.2"
"2025000000","","2025年","03303","","岩手町","","12,285","4,500","4,773","-1,623","-13.21123","-273","-5.71967","97.44444","360.46","29.6"
"2025000000","","2025年","03321","","紫波町","","32,147","11,979","11,368","-677","-2.10595","611","5.37474","92.35941","238.98","131.7"
"2025000000","","2025年","03322","","矢巾町","","28,056","11,093","10,986","-1,052","-3.74964","107","0.97397","92.03527","67.32","401.1"
"2025000000","","2025年","03366","","西和賀町","","5,134","1,806","1,989","-780","-15.19283","-183","-9.20060","89.71678","590.74","7.4"
"2025000000","","2025年","03381","","金ケ崎町","","15,535","6,220","5,923","-406","-2.61345","297","5.01435","109.42691","179.76","84.2"
"2025000000","","2025年","03402","","平泉町","","7,252","2,324","2,409","-826","-11.38996","-85","-3.52844","92.68366","63.39","101.4"
"2025000000","","2025年","03441","","住田町","","5,045","1,842","1,981","-708","-14.03370","-139","-7.01666","96.86791","334.84","13.0"
"2025000000","","2025年","03461","","大槌町","","11,004","4,356","4,527","-1,134","-10.30534","-171","-3.77734","89.44338","200.42","49.2"
"2025000000","","2025年","03482","","山田町","","14,320","5,387","5,642","-1,631","-11.38966","-255","-4.51967","94.49724","262.81","48.3"
"2025000000","","2025年","03483","","岩泉町","","8,726","3,498","3,957","-1,297","-14.86363","-459","-11.59970","97.63235","992.36","7.5"
"2025000000","","2025年","03484","","田野畑村","","3,059","1,129","1,233","-379","-12.38967","-104","-8.43471","97.05882","156.19","17.2"
"2025000000","","2025年","03485","","普代村","","2,487","914","1,027","-355","-14.27423","-113","-11.00292","96.67897","69.66","30.6"
"2025000000","","2025年","03501","","軽米町","","8,421","3,207","3,274","-1,007","-11.95820","-67","-2.04643","94.28721","245.82","30.2"
"2025000000","","2025年","03503","","野田村","","3,936","1,441","1,503","-323","-8.20630","-62","-4.12508","90.25803","80.80","44.7"
"2025000000","","2025年","03506","","九戸村","","5,378","1,895","1,924","-661","-12.29081","-29","-1.50728","90.50889","134.02","35.2"
"2025000000","","2025年","03507","","洋野町","","15,091","5,529","5,793","-1,676","-11.10596","-264","-4.55722","88.78413","302.92","44.3"
"2025000000","","2025年","03524","","一戸町","","11,494","4,236","4,574","-1,479","-12.86758","-338","-7.38959","93.97637","300.03","33.4"
"2025000000","","2025年","04000","","宮城県","","2,301,996","1,007,392","982,523","-74,756","-3.24744","24,869","2.53114","94.72200","7,282.34","305.8"
"2025000000","","2025年","04100","","仙台市","","1,096,704","550,874","525,455","247","0.02252","25,419","4.83752","93.39382","786.38","1,394.9"
"2025000000","","2025年","04101","","仙台市青葉区","","311,590","173,411","163,122","4,727","1.51706","10,289","6.30755","93.47197","302.24","1,046.6"
"2025000000","","2025年","04102","","仙台市宮城野区","","196,732","100,109","95,772","-2,507","-1.27432","4,337","4.52846","94.46419","58.29","3,332.0"
"2025000000","","2025年","04103","","仙台市若林区","","141,475","73,084","68,527","1,513","1.06945","4,557","6.64993","96.55518","50.86","2,811.4"
"2025000000","","2025年","04104","","仙台市太白区","","234,758","110,787","105,061","3,294","1.40315","5,726","5.45017","91.99135","228.39","1,042.3"
"2025000000","","2025年","04105","","仙台市泉区","","212,149","93,483","92,973","-6,780","-3.19587","510","0.54855","91.75264","146.61","1,400.8"
"2025000000","","2025年","04202","","石巻市","","140,151","55,069","56,768","-11,324","-8.07986","-1,699","-2.99288","93.66948","554.55","232.3"
"2025000000","","2025年","04203","","塩竈市","","52,203","21,412","21,193","-2,438","-4.67023","219","1.03336","90.88259","17.38","2,863.3"
"2025000000","","2025年","04205","","気仙沼市","","61,147","23,111","24,520","-7,022","-11.48380","-1,409","-5.74633","92.84213","332.44","162.8"
"2025000000","","2025年","04206","","白石市","","32,758","12,175","12,518","-3,281","-10.01587","-343","-2.74005","95.35423","286.48","102.9"
"2025000000","","2025年","04207","","名取市","","78,718","31,568","29,739","19","0.02414","1,829","6.15017","95.63932","98.18","802.0"
"2025000000","","2025年","04208","","角田市","","27,976","10,059","10,276","-2,528","-9.03632","-217","-2.11172","98.11600","147.53","172.5"
"2025000000","","2025年","04209","","多賀城市","","62,827","26,471","26,347","-1,547","-2.46232","124","0.47064","98.81258","19.69","3,112.2"
"2025000000","","2025年","04211","","岩沼市","","44,068","17,439","17,251","-1,785","-4.05056","188","1.08979","96.82990","60.45","699.5"
"2025000000","","2025年","04212","","登米市","","76,037","25,405","25,697","-6,773","-8.90751","-292","-1.13632","95.45121","536.09","129.2"
"2025000000","","2025年","04213","","栗原市","","64,637","22,098","22,697","-6,447","-9.97416","-599","-2.63912","94.37485","805.00","72.3"
"2025000000","","2025年","04214","","東松島市","","39,098","14,681","14,476","-1,952","-4.99258","205","1.41614","94.81827","101.30","366.7"
"2025000000","","2025年","04215","","大崎市","","127,330","48,106","48,893","-8,763","-6.88212","-787","-1.60964","96.86359","796.81","148.8"
"2025000000","","2025年","04216","","富谷市","","51,651","19,443","18,401","78","0.15101","1,042","5.66274","94.69683","49.18","1,051.8"
"2025000000","","2025年","04301","","蔵王町","","11,418","3,774","3,924","-1,408","-12.33141","-150","-3.82263","95.27897","152.83","65.5"
"2025000000","","2025年","04302","","七ヶ宿町","","1,262","554","524","-124","-9.82567","30","5.72519","96.54577","263.09","4.3"
"2025000000","","2025年","04321","","大河原町","","23,571","9,880","9,524","-644","-2.73217","356","3.73793","96.91660","24.99","917.4"
"2025000000","","2025年","04322","","村田町","","10,666","3,645","3,770","-1,139","-10.67879","-125","-3.31565","100.02100","78.38","121.5"
"2025000000","","2025年","04323","","柴田町","","38,271","15,892","15,546","-1,516","-3.96122","346","2.22565","101.61821","54.03","680.3"
"2025000000","","2025年","04324","","川崎町","","8,345","2,873","2,967","-846","-10.13781","-94","-3.16818","98.28133","270.77","27.7"
"2025000000","","2025年","04341","","丸森町","","12,262","4,279","4,426","-1,251","-10.20225","-147","-3.32128","100.34571","273.30","40.3"
"2025000000","","2025年","04361","","亘理町","","33,087","12,632","12,181","-1,115","-3.36990","451","3.70249","96.38821","73.60","434.4"
"2025000000","","2025年","04362","","山元町","","12,046","4,460","4,541","-839","-6.96497","-81","-1.78375","97.20218","64.58","173.5"
"2025000000","","2025年","04401","","松島町","","13,323","5,065","5,017","-1,018","-7.64092","48","0.95675","93.41402","53.56","229.7"
"2025000000","","2025年","04404","","七ヶ浜町","","18,132","6,424","6,462","-1,341","-7.39576","-38","-0.58805","97.19319","13.19","1,273.0"
"2025000000","","2025年","04406","","利府町","","35,182","13,132","12,538","-352","-1.00051","594","4.73760","94.63537","44.89","775.9"
"2025000000","","2025年","04421","","大和町","","28,786","11,824","11,441","-511","-1.77517","383","3.34761","108.05740","225.49","125.4"
"2025000000","","2025年","04422","","大郷町","","7,813","2,556","2,483","-666","-8.52425","73","2.93999","98.96993","82.01","87.1"
"2025000000","","2025年","04424","","大衡村","","5,849","1,901","1,877","-423","-7.23201","24","1.27864","100.59150","60.32","90.0"
"2025000000","","2025年","04444","","色麻町","","6,698","1,955","1,965","-713","-10.64497","-10","-0.50891","93.94038","109.28","54.8"
"2025000000","","2025年","04445","","加美町","","21,943","7,582","7,641","-2,041","-9.30137","-59","-0.77215","97.93138","460.67","43.2"
"2025000000","","2025年","04501","","涌谷町","","15,388","5,355","5,452","-1,567","-10.18326","-97","-1.77916","96.65623","82.16","168.2"
"2025000000","","2025年","04505","","美里町","","23,994","8,528","8,565","-1,832","-7.63524","-37","-0.43199","94.79652","74.99","295.5"
"2025000000","","2025年","04581","","女川町","","6,430","3,129","3,166","-514","-7.99378","-37","-1.16867","106.20425","65.35","90.5"
"2025000000","","2025年","04606","","南三陸町","","12,225","4,041","4,282","-1,380","-11.28834","-241","-5.62821","95.15926","163.40","66.4"
"2025000000","","2025年","05000","","秋田県","","959,502","377,968","385,187","-77,402","-8.06689","-7,219","-1.87415","89.73483","11,637.69","75.8"
